;bron.@id;bron.@type;@type;@id;RelatieObject.bron;RelatieObject.doel;RelatieObject.typeURI;RelatieObject.doelAssetId;RelatieObject.assetId;RelatieObject.bronAssetId;AIMDBStatus.isActief;RelatieObject.bron.@type;RelatieObject.bron.@id;RelatieObject.bron.uuid;RelatieObject.doel.@type;RelatieObject.doel.@id;RelatieObject.doel.uuid;doel.@id;doel.@type;doel.loc:Locatie.geometrie
140;https://data.awvvlaanderen.be/id/asset/5a353bd2-c9e0-4e3f-abcf-de0d913a2b7a-b25kZXJkZWVsI05ldHdlcmtrYWFydA;https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Netwerkkaart;https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Bevestiging;https://data.awvvlaanderen.be/id/assetrelatie/5978a943-eafa-409a-990d-8ef9e05c9c38-b25kZXJkZWVsI0JldmVzdGlnaW5n;{'@type': 'https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Netwerkkaart', '@id': 'https://data.awvvlaanderen.be/id/asset/5a353bd2-c9e0-4e3f-abcf-de0d913a2b7a-b25kZXJkZWVsI05ldHdlcmtrYWFydA'};{'@type': 'https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Netwerkelement', '@id': 'https://data.awvvlaanderen.be/id/asset/1ea63027-5a7a-497c-b947-b3955c27821c-b25kZXJkZWVsI05ldHdlcmtlbGVtZW50'};https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Bevestiging;{'DtcIdentificator.toegekendDoor': 'AWV', 'DtcIdentificator.identificator': '1ea63027-5a7a-497c-b947-b3955c27821c-b25kZXJkZWVsI05ldHdlcmtlbGVtZW50'};{'DtcIdentificator.identificator': '5978a943-eafa-409a-990d-8ef9e05c9c38-b25kZXJkZWVsI0JldmVzdGlnaW5n', 'DtcIdentificator.toegekendDoor': 'AWV'};{'DtcIdentificator.identificator': '5a353bd2-c9e0-4e3f-abcf-de0d913a2b7a-b25kZXJkZWVsI05ldHdlcmtrYWFydA', 'DtcIdentificator.toegekendDoor': 'AWV'};True;https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Netwerkkaart;https://data.awvvlaanderen.be/id/asset/5a353bd2-c9e0-4e3f-abcf-de0d913a2b7a-b25kZXJkZWVsI05ldHdlcmtrYWFydA;5a353bd2-c9e0-4e3f-abcf-de0d913a2b7a;https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Netwerkelement;https://data.awvvlaanderen.be/id/asset/1ea63027-5a7a-497c-b947-b3955c27821c-b25kZXJkZWVsI05ldHdlcmtlbGVtZW50;1ea63027-5a7a-497c-b947-b3955c27821c;https://data.awvvlaanderen.be/id/asset/1ea63027-5a7a-497c-b947-b3955c27821c-b25kZXJkZWVsI05ldHdlcmtlbGVtZW50;https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Netwerkelement;
158;https://data.awvvlaanderen.be/id/asset/803b1cc4-fbd5-437e-b434-bc33c6af16bf-b25kZXJkZWVsI05ldHdlcmtrYWFydA;https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Netwerkkaart;https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Bevestiging;https://data.awvvlaanderen.be/id/assetrelatie/5accfc21-e0d7-4b4e-b65f-16bdb321d0f3-b25kZXJkZWVsI0JldmVzdGlnaW5n;{'@type': 'https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Netwerkkaart', '@id': 'https://data.awvvlaanderen.be/id/asset/803b1cc4-fbd5-437e-b434-bc33c6af16bf-b25kZXJkZWVsI05ldHdlcmtrYWFydA'};{'@type': 'https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Netwerkelement', '@id': 'https://data.awvvlaanderen.be/id/asset/ac0da9a1-1fa3-44c7-9e98-b89af4bef5fa-b25kZXJkZWVsI05ldHdlcmtlbGVtZW50'};https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Bevestiging;{'DtcIdentificator.toegekendDoor': 'AWV', 'DtcIdentificator.identificator': 'ac0da9a1-1fa3-44c7-9e98-b89af4bef5fa-b25kZXJkZWVsI05ldHdlcmtlbGVtZW50'};{'DtcIdentificator.identificator': '5accfc21-e0d7-4b4e-b65f-16bdb321d0f3-b25kZXJkZWVsI0JldmVzdGlnaW5n', 'DtcIdentificator.toegekendDoor': 'AWV'};{'DtcIdentificator.toegekendDoor': 'AWV', 'DtcIdentificator.identificator': '803b1cc4-fbd5-437e-b434-bc33c6af16bf-b25kZXJkZWVsI05ldHdlcmtrYWFydA'};True;https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Netwerkkaart;https://data.awvvlaanderen.be/id/asset/803b1cc4-fbd5-437e-b434-bc33c6af16bf-b25kZXJkZWVsI05ldHdlcmtrYWFydA;803b1cc4-fbd5-437e-b434-bc33c6af16bf;https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Netwerkelement;https://data.awvvlaanderen.be/id/asset/ac0da9a1-1fa3-44c7-9e98-b89af4bef5fa-b25kZXJkZWVsI05ldHdlcmtlbGVtZW50;ac0da9a1-1fa3-44c7-9e98-b89af4bef5fa;https://data.awvvlaanderen.be/id/asset/ac0da9a1-1fa3-44c7-9e98-b89af4bef5fa-b25kZXJkZWVsI05ldHdlcmtlbGVtZW50;https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Netwerkelement;
160;https://data.awvvlaanderen.be/id/asset/8649ef45-ff8a-47ea-b9d8-ba0f97845610-b25kZXJkZWVsI05ldHdlcmtrYWFydA;https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Netwerkkaart;https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Bevestiging;https://data.awvvlaanderen.be/id/assetrelatie/08afa275-e742-456d-8a0c-d4c4b4c810b8-b25kZXJkZWVsI0JldmVzdGlnaW5n;{'@type': 'https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Netwerkkaart', '@id': 'https://data.awvvlaanderen.be/id/asset/8649ef45-ff8a-47ea-b9d8-ba0f97845610-b25kZXJkZWVsI05ldHdlcmtrYWFydA'};{'@type': 'https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Netwerkelement', '@id': 'https://data.awvvlaanderen.be/id/asset/5d82ea5c-9abc-4002-9945-363529cb5f0d-b25kZXJkZWVsI05ldHdlcmtlbGVtZW50'};https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Bevestiging;{'DtcIdentificator.toegekendDoor': 'AWV', 'DtcIdentificator.identificator': '5d82ea5c-9abc-4002-9945-363529cb5f0d-b25kZXJkZWVsI05ldHdlcmtlbGVtZW50'};{'DtcIdentificator.toegekendDoor': 'AWV', 'DtcIdentificator.identificator': '08afa275-e742-456d-8a0c-d4c4b4c810b8-b25kZXJkZWVsI0JldmVzdGlnaW5n'};{'DtcIdentificator.identificator': '8649ef45-ff8a-47ea-b9d8-ba0f97845610-b25kZXJkZWVsI05ldHdlcmtrYWFydA', 'DtcIdentificator.toegekendDoor': 'AWV'};True;https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Netwerkkaart;https://data.awvvlaanderen.be/id/asset/8649ef45-ff8a-47ea-b9d8-ba0f97845610-b25kZXJkZWVsI05ldHdlcmtrYWFydA;8649ef45-ff8a-47ea-b9d8-ba0f97845610;https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Netwerkelement;https://data.awvvlaanderen.be/id/asset/5d82ea5c-9abc-4002-9945-363529cb5f0d-b25kZXJkZWVsI05ldHdlcmtlbGVtZW50;5d82ea5c-9abc-4002-9945-363529cb5f0d;https://data.awvvlaanderen.be/id/asset/5d82ea5c-9abc-4002-9945-363529cb5f0d-b25kZXJkZWVsI05ldHdlcmtlbGVtZW50;https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Netwerkelement;
163;https://data.awvvlaanderen.be/id/asset/892ffd15-3df1-46c4-86f8-655d2949d6b4-b25kZXJkZWVsI05ldHdlcmtrYWFydA;https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Netwerkkaart;https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Bevestiging;https://data.awvvlaanderen.be/id/assetrelatie/449e7db0-1f15-494a-9df2-17785f0ed7e5-b25kZXJkZWVsI0JldmVzdGlnaW5n;{'@type': 'https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Netwerkkaart', '@id': 'https://data.awvvlaanderen.be/id/asset/892ffd15-3df1-46c4-86f8-655d2949d6b4-b25kZXJkZWVsI05ldHdlcmtrYWFydA'};{'@type': 'https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Netwerkelement', '@id': 'https://data.awvvlaanderen.be/id/asset/a8153402-746e-4cf4-a659-3a23a91ff4eb-b25kZXJkZWVsI05ldHdlcmtlbGVtZW50'};https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Bevestiging;{'DtcIdentificator.toegekendDoor': 'AWV', 'DtcIdentificator.identificator': 'a8153402-746e-4cf4-a659-3a23a91ff4eb-b25kZXJkZWVsI05ldHdlcmtlbGVtZW50'};{'DtcIdentificator.toegekendDoor': 'AWV', 'DtcIdentificator.identificator': '449e7db0-1f15-494a-9df2-17785f0ed7e5-b25kZXJkZWVsI0JldmVzdGlnaW5n'};{'DtcIdentificator.identificator': '892ffd15-3df1-46c4-86f8-655d2949d6b4-b25kZXJkZWVsI05ldHdlcmtrYWFydA', 'DtcIdentificator.toegekendDoor': 'AWV'};True;https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Netwerkkaart;https://data.awvvlaanderen.be/id/asset/892ffd15-3df1-46c4-86f8-655d2949d6b4-b25kZXJkZWVsI05ldHdlcmtrYWFydA;892ffd15-3df1-46c4-86f8-655d2949d6b4;https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Netwerkelement;https://data.awvvlaanderen.be/id/asset/a8153402-746e-4cf4-a659-3a23a91ff4eb-b25kZXJkZWVsI05ldHdlcmtlbGVtZW50;a8153402-746e-4cf4-a659-3a23a91ff4eb;https://data.awvvlaanderen.be/id/asset/a8153402-746e-4cf4-a659-3a23a91ff4eb-b25kZXJkZWVsI05ldHdlcmtlbGVtZW50;https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Netwerkelement;
170;https://data.awvvlaanderen.be/id/asset/9109002e-69cf-4b78-bac1-914e3ecddc83-b25kZXJkZWVsI05ldHdlcmtrYWFydA;https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Netwerkkaart;https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Bevestiging;https://data.awvvlaanderen.be/id/assetrelatie/4a8dd668-00b2-4847-ab44-477c60b448fb-b25kZXJkZWVsI0JldmVzdGlnaW5n;{'@type': 'https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Netwerkkaart', '@id': 'https://data.awvvlaanderen.be/id/asset/9109002e-69cf-4b78-bac1-914e3ecddc83-b25kZXJkZWVsI05ldHdlcmtrYWFydA'};{'@type': 'https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Netwerkelement', '@id': 'https://data.awvvlaanderen.be/id/asset/76308cd7-9865-4976-9954-95fd384ab847-b25kZXJkZWVsI05ldHdlcmtlbGVtZW50'};https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Bevestiging;{'DtcIdentificator.toegekendDoor': 'AWV', 'DtcIdentificator.identificator': '76308cd7-9865-4976-9954-95fd384ab847-b25kZXJkZWVsI05ldHdlcmtlbGVtZW50'};{'DtcIdentificator.toegekendDoor': 'AWV', 'DtcIdentificator.identificator': '4a8dd668-00b2-4847-ab44-477c60b448fb-b25kZXJkZWVsI0JldmVzdGlnaW5n'};{'DtcIdentificator.toegekendDoor': 'AWV', 'DtcIdentificator.identificator': '9109002e-69cf-4b78-bac1-914e3ecddc83-b25kZXJkZWVsI05ldHdlcmtrYWFydA'};True;https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Netwerkkaart;https://data.awvvlaanderen.be/id/asset/9109002e-69cf-4b78-bac1-914e3ecddc83-b25kZXJkZWVsI05ldHdlcmtrYWFydA;9109002e-69cf-4b78-bac1-914e3ecddc83;https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Netwerkelement;https://data.awvvlaanderen.be/id/asset/76308cd7-9865-4976-9954-95fd384ab847-b25kZXJkZWVsI05ldHdlcmtlbGVtZW50;76308cd7-9865-4976-9954-95fd384ab847;https://data.awvvlaanderen.be/id/asset/76308cd7-9865-4976-9954-95fd384ab847-b25kZXJkZWVsI05ldHdlcmtlbGVtZW50;https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Netwerkelement;
183;https://data.awvvlaanderen.be/id/asset/af08aa43-87f1-4fba-acae-7f5ad4526673-b25kZXJkZWVsI05ldHdlcmtrYWFydA;https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Netwerkkaart;https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Bevestiging;https://data.awvvlaanderen.be/id/assetrelatie/67a9973e-2922-4e6a-830e-a9e9395301bc-b25kZXJkZWVsI0JldmVzdGlnaW5n;{'@type': 'https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Netwerkkaart', '@id': 'https://data.awvvlaanderen.be/id/asset/af08aa43-87f1-4fba-acae-7f5ad4526673-b25kZXJkZWVsI05ldHdlcmtrYWFydA'};{'@type': 'https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Netwerkelement', '@id': 'https://data.awvvlaanderen.be/id/asset/7634f351-cd90-4dcf-bb2d-7a6154b8dfdd-b25kZXJkZWVsI05ldHdlcmtlbGVtZW50'};https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Bevestiging;{'DtcIdentificator.toegekendDoor': 'AWV', 'DtcIdentificator.identificator': '7634f351-cd90-4dcf-bb2d-7a6154b8dfdd-b25kZXJkZWVsI05ldHdlcmtlbGVtZW50'};{'DtcIdentificator.toegekendDoor': 'AWV', 'DtcIdentificator.identificator': '67a9973e-2922-4e6a-830e-a9e9395301bc-b25kZXJkZWVsI0JldmVzdGlnaW5n'};{'DtcIdentificator.identificator': 'af08aa43-87f1-4fba-acae-7f5ad4526673-b25kZXJkZWVsI05ldHdlcmtrYWFydA', 'DtcIdentificator.toegekendDoor': 'AWV'};True;https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Netwerkkaart;https://data.awvvlaanderen.be/id/asset/af08aa43-87f1-4fba-acae-7f5ad4526673-b25kZXJkZWVsI05ldHdlcmtrYWFydA;af08aa43-87f1-4fba-acae-7f5ad4526673;https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Netwerkelement;https://data.awvvlaanderen.be/id/asset/7634f351-cd90-4dcf-bb2d-7a6154b8dfdd-b25kZXJkZWVsI05ldHdlcmtlbGVtZW50;7634f351-cd90-4dcf-bb2d-7a6154b8dfdd;https://data.awvvlaanderen.be/id/asset/7634f351-cd90-4dcf-bb2d-7a6154b8dfdd-b25kZXJkZWVsI05ldHdlcmtlbGVtZW50;https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Netwerkelement;
199;https://data.awvvlaanderen.be/id/asset/fac94b12-7487-4fda-8c3b-d09f27e06ede-b25kZXJkZWVsI05ldHdlcmtrYWFydA;https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Netwerkkaart;https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Bevestiging;https://data.awvvlaanderen.be/id/assetrelatie/2ad8084c-1fe3-414a-b94e-2cea2d5b79e8-b25kZXJkZWVsI0JldmVzdGlnaW5n;{'@type': 'https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Netwerkkaart', '@id': 'https://data.awvvlaanderen.be/id/asset/fac94b12-7487-4fda-8c3b-d09f27e06ede-b25kZXJkZWVsI05ldHdlcmtrYWFydA'};{'@type': 'https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Netwerkelement', '@id': 'https://data.awvvlaanderen.be/id/asset/5d82ea5c-9abc-4002-9945-363529cb5f0d-b25kZXJkZWVsI05ldHdlcmtlbGVtZW50'};https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Bevestiging;{'DtcIdentificator.toegekendDoor': 'AWV', 'DtcIdentificator.identificator': '5d82ea5c-9abc-4002-9945-363529cb5f0d-b25kZXJkZWVsI05ldHdlcmtlbGVtZW50'};{'DtcIdentificator.toegekendDoor': 'AWV', 'DtcIdentificator.identificator': '2ad8084c-1fe3-414a-b94e-2cea2d5b79e8-b25kZXJkZWVsI0JldmVzdGlnaW5n'};{'DtcIdentificator.toegekendDoor': 'AWV', 'DtcIdentificator.identificator': 'fac94b12-7487-4fda-8c3b-d09f27e06ede-b25kZXJkZWVsI05ldHdlcmtrYWFydA'};True;https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Netwerkkaart;https://data.awvvlaanderen.be/id/asset/fac94b12-7487-4fda-8c3b-d09f27e06ede-b25kZXJkZWVsI05ldHdlcmtrYWFydA;fac94b12-7487-4fda-8c3b-d09f27e06ede;https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Netwerkelement;https://data.awvvlaanderen.be/id/asset/5d82ea5c-9abc-4002-9945-363529cb5f0d-b25kZXJkZWVsI05ldHdlcmtlbGVtZW50;5d82ea5c-9abc-4002-9945-363529cb5f0d;https://data.awvvlaanderen.be/id/asset/5d82ea5c-9abc-4002-9945-363529cb5f0d-b25kZXJkZWVsI05ldHdlcmtlbGVtZW50;https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Netwerkelement;
210;https://data.awvvlaanderen.be/id/asset/13d0df95-cf66-4f47-b8aa-5742931f9ebf-b25kZXJkZWVsI05ldHdlcmtrYWFydA;https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Netwerkkaart;https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Bevestiging;https://data.awvvlaanderen.be/id/assetrelatie/6d800c81-9b3c-4957-9f45-ea6f5f74c903-b25kZXJkZWVsI0JldmVzdGlnaW5n;{'@type': 'https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Netwerkkaart', '@id': 'https://data.awvvlaanderen.be/id/asset/13d0df95-cf66-4f47-b8aa-5742931f9ebf-b25kZXJkZWVsI05ldHdlcmtrYWFydA'};{'@type': 'https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Netwerkelement', '@id': 'https://data.awvvlaanderen.be/id/asset/2868cf69-db45-4d96-9942-5ab4ea5c6451-b25kZXJkZWVsI05ldHdlcmtlbGVtZW50'};https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Bevestiging;{'DtcIdentificator.toegekendDoor': 'AWV', 'DtcIdentificator.identificator': '2868cf69-db45-4d96-9942-5ab4ea5c6451-b25kZXJkZWVsI05ldHdlcmtlbGVtZW50'};{'DtcIdentificator.toegekendDoor': 'AWV', 'DtcIdentificator.identificator': '6d800c81-9b3c-4957-9f45-ea6f5f74c903-b25kZXJkZWVsI0JldmVzdGlnaW5n'};{'DtcIdentificator.identificator': '13d0df95-cf66-4f47-b8aa-5742931f9ebf-b25kZXJkZWVsI05ldHdlcmtrYWFydA', 'DtcIdentificator.toegekendDoor': 'AWV'};True;https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Netwerkkaart;https://data.awvvlaanderen.be/id/asset/13d0df95-cf66-4f47-b8aa-5742931f9ebf-b25kZXJkZWVsI05ldHdlcmtrYWFydA;13d0df95-cf66-4f47-b8aa-5742931f9ebf;https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Netwerkelement;https://data.awvvlaanderen.be/id/asset/2868cf69-db45-4d96-9942-5ab4ea5c6451-b25kZXJkZWVsI05ldHdlcmtlbGVtZW50;2868cf69-db45-4d96-9942-5ab4ea5c6451;https://data.awvvlaanderen.be/id/asset/2868cf69-db45-4d96-9942-5ab4ea5c6451-b25kZXJkZWVsI05ldHdlcmtlbGVtZW50;https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Netwerkelement;
216;https://data.awvvlaanderen.be/id/asset/1fe67d47-b139-420b-99e1-47b2c0aa0916-b25kZXJkZWVsI05ldHdlcmtrYWFydA;https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Netwerkkaart;https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Bevestiging;https://data.awvvlaanderen.be/id/assetrelatie/03368b97-e3da-45c9-b087-25816be4acec-b25kZXJkZWVsI0JldmVzdGlnaW5n;{'@type': 'https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Netwerkkaart', '@id': 'https://data.awvvlaanderen.be/id/asset/1fe67d47-b139-420b-99e1-47b2c0aa0916-b25kZXJkZWVsI05ldHdlcmtrYWFydA'};{'@type': 'https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Netwerkelement', '@id': 'https://data.awvvlaanderen.be/id/asset/5d82ea5c-9abc-4002-9945-363529cb5f0d-b25kZXJkZWVsI05ldHdlcmtlbGVtZW50'};https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Bevestiging;{'DtcIdentificator.toegekendDoor': 'AWV', 'DtcIdentificator.identificator': '5d82ea5c-9abc-4002-9945-363529cb5f0d-b25kZXJkZWVsI05ldHdlcmtlbGVtZW50'};{'DtcIdentificator.toegekendDoor': 'AWV', 'DtcIdentificator.identificator': '03368b97-e3da-45c9-b087-25816be4acec-b25kZXJkZWVsI0JldmVzdGlnaW5n'};{'DtcIdentificator.identificator': '1fe67d47-b139-420b-99e1-47b2c0aa0916-b25kZXJkZWVsI05ldHdlcmtrYWFydA', 'DtcIdentificator.toegekendDoor': 'AWV'};True;https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Netwerkkaart;https://data.awvvlaanderen.be/id/asset/1fe67d47-b139-420b-99e1-47b2c0aa0916-b25kZXJkZWVsI05ldHdlcmtrYWFydA;1fe67d47-b139-420b-99e1-47b2c0aa0916;https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Netwerkelement;https://data.awvvlaanderen.be/id/asset/5d82ea5c-9abc-4002-9945-363529cb5f0d-b25kZXJkZWVsI05ldHdlcmtlbGVtZW50;5d82ea5c-9abc-4002-9945-363529cb5f0d;https://data.awvvlaanderen.be/id/asset/5d82ea5c-9abc-4002-9945-363529cb5f0d-b25kZXJkZWVsI05ldHdlcmtlbGVtZW50;https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Netwerkelement;
217;https://data.awvvlaanderen.be/id/asset/253c5f05-3c3f-4cf9-b88b-47e04590b830-b25kZXJkZWVsI05ldHdlcmtrYWFydA;https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Netwerkkaart;https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Bevestiging;https://data.awvvlaanderen.be/id/assetrelatie/0c38bba5-3f7f-4fa6-a551-cf002893a7fc-b25kZXJkZWVsI0JldmVzdGlnaW5n;{'@type': 'https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Netwerkkaart', '@id': 'https://data.awvvlaanderen.be/id/asset/253c5f05-3c3f-4cf9-b88b-47e04590b830-b25kZXJkZWVsI05ldHdlcmtrYWFydA'};{'@type': 'https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Netwerkelement', '@id': 'https://data.awvvlaanderen.be/id/asset/838c3d82-8d48-4969-a2af-4e69880216f0-b25kZXJkZWVsI05ldHdlcmtlbGVtZW50'};https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Bevestiging;{'DtcIdentificator.toegekendDoor': 'AWV', 'DtcIdentificator.identificator': '838c3d82-8d48-4969-a2af-4e69880216f0-b25kZXJkZWVsI05ldHdlcmtlbGVtZW50'};{'DtcIdentificator.toegekendDoor': 'AWV', 'DtcIdentificator.identificator': '0c38bba5-3f7f-4fa6-a551-cf002893a7fc-b25kZXJkZWVsI0JldmVzdGlnaW5n'};{'DtcIdentificator.toegekendDoor': 'AWV', 'DtcIdentificator.identificator': '253c5f05-3c3f-4cf9-b88b-47e04590b830-b25kZXJkZWVsI05ldHdlcmtrYWFydA'};True;https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Netwerkkaart;https://data.awvvlaanderen.be/id/asset/253c5f05-3c3f-4cf9-b88b-47e04590b830-b25kZXJkZWVsI05ldHdlcmtrYWFydA;253c5f05-3c3f-4cf9-b88b-47e04590b830;https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Netwerkelement;https://data.awvvlaanderen.be/id/asset/838c3d82-8d48-4969-a2af-4e69880216f0-b25kZXJkZWVsI05ldHdlcmtlbGVtZW50;838c3d82-8d48-4969-a2af-4e69880216f0;https://data.awvvlaanderen.be/id/asset/838c3d82-8d48-4969-a2af-4e69880216f0-b25kZXJkZWVsI05ldHdlcmtlbGVtZW50;https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Netwerkelement;
227;https://data.awvvlaanderen.be/id/asset/3f70d158-e7d9-45e5-822b-cf1dff8ee883-b25kZXJkZWVsI05ldHdlcmtrYWFydA;https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Netwerkkaart;https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Bevestiging;https://data.awvvlaanderen.be/id/assetrelatie/6d837438-78e6-487a-8974-7ba40f67087f-b25kZXJkZWVsI0JldmVzdGlnaW5n;{'@type': 'https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Netwerkkaart', '@id': 'https://data.awvvlaanderen.be/id/asset/3f70d158-e7d9-45e5-822b-cf1dff8ee883-b25kZXJkZWVsI05ldHdlcmtrYWFydA'};{'@type': 'https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Netwerkelement', '@id': 'https://data.awvvlaanderen.be/id/asset/5d82ea5c-9abc-4002-9945-363529cb5f0d-b25kZXJkZWVsI05ldHdlcmtlbGVtZW50'};https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Bevestiging;{'DtcIdentificator.toegekendDoor': 'AWV', 'DtcIdentificator.identificator': '5d82ea5c-9abc-4002-9945-363529cb5f0d-b25kZXJkZWVsI05ldHdlcmtlbGVtZW50'};{'DtcIdentificator.toegekendDoor': 'AWV', 'DtcIdentificator.identificator': '6d837438-78e6-487a-8974-7ba40f67087f-b25kZXJkZWVsI0JldmVzdGlnaW5n'};{'DtcIdentificator.identificator': '3f70d158-e7d9-45e5-822b-cf1dff8ee883-b25kZXJkZWVsI05ldHdlcmtrYWFydA', 'DtcIdentificator.toegekendDoor': 'AWV'};True;https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Netwerkkaart;https://data.awvvlaanderen.be/id/asset/3f70d158-e7d9-45e5-822b-cf1dff8ee883-b25kZXJkZWVsI05ldHdlcmtrYWFydA;3f70d158-e7d9-45e5-822b-cf1dff8ee883;https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Netwerkelement;https://data.awvvlaanderen.be/id/asset/5d82ea5c-9abc-4002-9945-363529cb5f0d-b25kZXJkZWVsI05ldHdlcmtlbGVtZW50;5d82ea5c-9abc-4002-9945-363529cb5f0d;https://data.awvvlaanderen.be/id/asset/5d82ea5c-9abc-4002-9945-363529cb5f0d-b25kZXJkZWVsI05ldHdlcmtlbGVtZW50;https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Netwerkelement;
